"NAME20"
"1B"
"1C"
"28"
"29"
"2A"
"2D"
"30"
"31"
"32"
"33"
"34"
"35"
"36"
"37"
"3A"
"3D"
"3F"
"4A"
"4B"
"4C"
"4D"
"AKRON 1 M"
"AKRON 10 L"
"AKRON 10 M"
"AKRON 2 K"
"AKRON 2 L"
"AKRON 2 M"
"KELLEYS ISLAND"
"KENT 1A"
"KENT 1B"
"KENT 1C"
"KENT 1D"
"KENT 2A"
"KENT 2B"
"KENT 2C"
"KENT 2D"
"KENT 3A"
"KENT 3B"
"KENT 3C"
"KENT 3D"
"KENT 4A"
"KENT 4B"
"KENT 5A"
"KENT 5B"
"KENT 5C"
"KENT 6A"
"KENT 6B"
"KENT 6C"
"KENT 6D"
"KNOX SE"
"KNOX SW"
"LAGRANGE VILL"
"LAKE MILLBURY"
"LAKE WALBRIDGE A"
"LAKE WALBRIDGE B"
"LARUE"
"LEXINGTON B"
"LEXINGTON C"
"LEXINGTON E"
"LIBERTY CENTER 13"
"LIBERTY NORTH"
"LIBERTY NORTHEAST"
"LIBERTY NORTHWEST"
"LIBERTY SOUTHEAST"
"LIBERTY SOUTHWEST"
"LIVERPOOL NORTH"
"LIVERPOOL NW"
"LORAIN 2 F"
"LOWELLVILLE 1"
"LOWELLVILLE 2"
"MACEDONIA J"
"MACEDONIA K"
"MACEDONIA L"
"MADISON EAST"
"MADISON O"
"MADISON WEST"
"MANSFIELD 1 A"
"MANSFIELD 1 B"
"MANSFIELD 1 C"
"MANSFIELD 1 D"
"MANSFIELD 1 E"
"MANSFIELD 1 F"
"MANSFIELD 2 A"
"MANSFIELD 2 B"
"MANSFIELD 2 C"
"MANSFIELD 2 D"
"MANSFIELD 2 E"
"MANSFIELD 2 F"
"MANSFIELD 3 A"
"MANSFIELD 3 B"
"MANSFIELD 3 C"
"MANSFIELD 3 D"
"MANSFIELD 3 E"
"MANSFIELD 4 A"
"MANSFIELD 4 B"
"MANSFIELD 4 C"
"MANSFIELD 4 D"
"MANSFIELD 4 E"
"MANSFIELD 5 A"
"MANSFIELD 5 B"
"MANSFIELD 6 A"
"MANSFIELD 6 B"
"MANSFIELD 6 D"
"MANSFIELD 6 E"
"MARGARETTA 1"
"MARGARETTA 2"
"MARGARETTA 3"
"MARGARETTA 4"
"MARION 1 C"
"MARION 1 D"
"MARION 1 E"
"MARION 2 C"
"MARION 3 D"
"MARION 3 E"
"MARION 3 F"
"MARION 3 G"
"MARION 4 E"
"MARION 4 F"
"MARION 5 E"
"MARION 5 G"
"MARION 5 H"
"MARION 6 G"
"MARION 6 H"
"MARION 6 I"
"MARION H"
"MARION J"
"MARION K"
"MARION NORTH"
"MARION SOUTH"
"MARSEILLES"
"MCLUNEY"
"MESOPOTAMIA A"
"MFLD 10"
"MIAMI"
"MIDDLETON HASKINS"
"MIDDLETON NORTHEAST"
"MIDDLETON NORTHWEST"
"MIDDLETOWN PT1 WD1"
"MIDDLETOWN PT1 WD2"
"MIDDLETOWN PT1 WD3"
"MIDDLETOWN PT1 WD4"
"MIDDLETOWN PT10 WD3"
"MIDDLETOWN PT11 WD3"
"MIDDLETOWN PT2 WD1"
"MIDDLETOWN PT2 WD2"
"MIDDLETOWN PT2 WD3"
"MIDDLETOWN PT2 WD4"
"MIDDLETOWN PT3 WD1"
"MIDDLETOWN PT3 WD2"
"MIDDLETOWN PT3 WD3"
"MIDDLETOWN PT3 WD4"
"MIDDLETOWN PT4 WD1"
"MIDDLETOWN PT4 WD2"
"MIDDLETOWN PT4 WD3"
"MIDDLETOWN PT4 WD4"
"MIDDLETOWN PT5 WD1"
"MIDDLETOWN PT5 WD2"
"MIDDLETOWN PT5 WD3"
"MIDDLETOWN PT5 WD4"
"MIDDLETOWN PT6 WD1"
"MIDDLETOWN PT6 WD2"
"MIDDLETOWN PT6 WD3"
"MIDDLETOWN PT6 WD4"
"MIDDLETOWN PT7 WD1"
"MIDDLETOWN PT7 WD2"
"MIDDLETOWN PT7 WD3"
"MIDDLETOWN PT7 WD4"
"MIDDLETOWN PT8 WD1"
"MIDDLETOWN PT8 WD2"
"MIDDLETOWN PT8 WD3"
"MIDDLETOWN PT8 WD4"
"MIDDLETOWN PT9 WD1"
"MIDDLETOWN PT9 WD3"
"MIFFLIN C"
"MIFFLIN D"
"MIFFLIN E"
"MILAN 1"
"MILAN 2"
"MILAN VILL"
"MINERVA A"
"MONDAY CREEK"
"MONROE CONTINTENAL CORP"
"MONTERY"
"MT PLEASANT"
"MUNROE FALLS 1 B"
"MUNROE FALLS 2 B"
"MUNROE FALLS 3 B"
"MUNSON E1"
"MUNSON F1"
"MURRAY"
"N RIDGEVILLE 3 H"
"NAPOLEON 1 0"
"NEW BLOOMINGTON"
"NEW FRANKLIN 4 C"
"NEW LEXINGTON A B"
"NEW LEXINGTON C E F"
"NEW LEXINGTON D"
"NEW LEXINGTON G H I"
"NEW LONDON 1"
"NEW LONDON 2"
"NEW MIDDLETOWN 1"
"NEW MIDDLETOWN 2"
"NEW PHILADELPHIA 1A"
"NEW PHILADELPHIA 1B"
"NEW PHILADELPHIA 1C"
"NEW PHILADELPHIA 1D"
"NEW PHILADELPHIA 2A"
"NEW PHILADELPHIA 2B"
"NEW PHILADELPHIA 2C"
"NEW PHILADELPHIA 2D"
"NEW PHILADELPHIA 3A"
"NEW PHILADELPHIA 3B"
"NEW PHILADELPHIA 3C"
"NEW PHILADELPHIA 3D"
"NEW PHILADELPHIA 4A"
"NEW PHILADELPHIA 4B"
"NEW PHILADELPHIA 4C"
"NEW PHILADELPHIA 4D"
"NEW STRAITSVILLE COAL"
"NEWBURY E1"
"NFLD CTR E"
"NORTH CANTON 2 D"
"NORTH OLMSTEAD 3 B"
"NORTON 1 C"
"NORTON 2 C"
"NORTON 3 C"
"OF FINDLAY 1 A"
"OF FINDLAY 1 B"
"OF FINDLAY 1 C"
"OF FINDLAY 1 D"
"OF FINDLAY 2 A"
"OF FINDLAY 2 B"
"OF FINDLAY 2 C"
"OF FINDLAY 2 D"
"OF FINDLAY 2 E"
"OF FINDLAY 3 A"
"OF FINDLAY 3 B"
"OF FINDLAY 3 C"
"OF FINDLAY 3 D"
"OF FINDLAY 4 A"
"OF FINDLAY 4 B"
"OF FINDLAY 4 C"
"OF FINDLAY 4 D"
"OF FINDLAY 4 E"
"OF FINDLAY 5 A"
"OF FINDLAY 5 B"
"OF FINDLAY 5 C"
"OF FINDLAY 5 D"
"OF FINDLAY 5 E"
"OF FINDLAY 6 A"
"OF FINDLAY 6 B"
"OF FINDLAY 6 C"
"OF FINDLAY 6 D"
"OF FINDLAY 7 A"
"OF FINDLAY 7 B"
"OF FINDLAY 7 C"
"OF FINDLAY 7 D"
"OF FINDLAY 7 E"
"ONTARIO 1 A"
"ONTARIO 2 A"
"ONTARIO 3 A"
"ONTARIO 4 A"
"ORANGE BLUFFTON"
"OTTAWA WEST GLANDORF"
"P NEW LEB A"
"PARMA 3 F"
"PARMA 6 F"
"PARMA 9 F"
"PATTERSON OSGOOD YORKSHIR"
"PERKINS 1"
"PERKINS 10"
"PERKINS 2"
"PERKINS 3"
"PERKINS 4"
"PERKINS 5"
"PERKINS 6"
"PERKINS 7"
"PERKINS 8"
"PERKINS 9"
"PIKE SOUTH"
"PITT"
"PLYMOUTH A"
"POLAND 1"
"POLAND 10"
"POLAND 11"
"POLAND 12"
"POLAND 13"
"POLAND 2"
"POLAND 3"
"POLAND 4"
"POLAND 5"
"POLAND 6"
"POLAND 7"
"POLAND 8"
"POLAND 9"
"PORT WASHINGTON"
"RAVENNA 1A"
"RAVENNA 1B"
"RAVENNA 2A"
"RAVENNA 2B"
"RAVENNA 2C"
"RAVENNA 3A"
"RAVENNA 3B"
"RAVENNA 3C"
"RAVENNA 4A"
"RAVENNA 4B"
"READING EAST"
"READING NORTH"
"READING SOUTH"
"REDFIELD REHOBOTH"
"REMINDERVILLE VILL A"
"REMINDERVILLE VILL B"
"REMINDERVILLE VILL C"
"ROSEVILLE"
"RUSSELL D1"
"SALEM 1 C"
"SANDUSKY"
"SARDINIA VILL"
"SCOTT A"
"SEBRING 1"
"SEBRING 2"
"SEBRING 3"
"SHARONVILLE 1"
"SHARONVILLE 2"
"SHELBY 1 A"
"SHELBY 1 B"
"SHELBY 2 A"
"SHELBY 2 B"
"SHELBY 3 A"
"SHELBY 4 A"
"SHELBY 4 B"
"SMITH 1"
"SMITH 2"
"SMITH 3"
"SMITH 4"
"SMITHFIELD"
"SOMERSET NORTH SOUTH"
"SOUTH BLOOMFIELD"
"ST ALBANS B"
"ST CLAIR SW"
"STOW 1 G"
"STOW 2 G"
"STOW 3 F"
"STOW 4 G"
"STRASBURG 1"
"STRASBURG 2"
"STREETSBORO 1A"
"STREETSBORO 1B"
"STREETSBORO 1C"
"STREETSBORO 1D"
"STREETSBORO 2A"
"STREETSBORO 2B"
"STREETSBORO 2C"
"STREETSBORO 3A"
"STREETSBORO 3B"
"STREETSBORO 3C"
"STREETSBORO 4A"
"STREETSBORO 4B"
"STREETSBORO 4C"
"STRUTHERS 1A"
"STRUTHERS 1B"
"STRUTHERS 1C"
"STRUTHERS 2A"
"STRUTHERS 2B"
"STRUTHERS 2C"
"STRUTHERS 3A"
"STRUTHERS 3B"
"STRUTHERS 3C"
"STRUTHERS 4A"
"STRUTHERS 4B"
"STRUTHERS 4C"
"SWANTON 3"
"SYCAMORE"
"TALLMADGE 1 D"
"TALLMADGE 2 D"
"TALLMADGE 3 D"
"TALLMADGE 4 D"
"THORN EAST"
"THORN SOUTH"
"THORN WEST"
"THORNVILLE"
"TOLEDO 10I"
"TOLEDO 13H"
"TOLEDO 14H"
"TOLEDO 14I"
"TOLEDO 17F"
"TOLEDO 18F"
"TOLEDO 1J"
"TOLEDO 20F"
"TOLEDO 4H"
"TOLEDO 7I"
"TOLEDO 7J"
"TOLEDO 8H"
"TOWNSEND A"
"TROY A1"
"TROY LUCKEY"
"TYMOCHTEE"
"UNION EAST RAWSON"
"UNION NO"
"UNION S W"
"UNION WEST MT CORY"
"UPPER SANDUSKY A"
"UPPER SANDUSKY B"
"UPPER SANDUSKY C"
"UPPER SANDUSKY D"
"UPPER SANDUSKY E"
"UPPER SANDUSKY F"
"UTICA VLG"
"VAN BUREN JENERA"
"VAN WERT 1D"
"VAN WERT 2B"
"VAN WERT 2D"
"VAN WERT 3B"
"VAN WERT 4C"
"VERMILION 1"
"VERMILION 2"
"VERMILION 2 A"
"VERMILION 2 B"
"VERMILION 3"
"VERMILION 3 A"
"VERMILION 3 B"
"VERMILION 4"
"VERMILION 5"
"VOTING DISTRICTS NOT DEFINED"
"WASHINGTON TONTOGANY"
"WASHINGTONVILLE 1"
"WAYNE DUNDEE"
"WELLER A"
"WELLINGTON VILL SOUTH"
"WELLSVILLE 3"
"WEST E ROCHESTER"
"WEST N CHAMBERSBURG"
"WHITEHOUSE VILL A"
"WHITEHOUSE VILL B"
"WHITEHOUSE VILL C"
"WOOD"
"WOOD VIL A"
"WOOD VIL B"
"WORTHINGTON A"
"WORTHINGTON B"
"YELLOW CREEK EAST"
"YELLOW CREEK WEST"
"YOUNGSTOWN 1A"
"YOUNGSTOWN 1B"
"YOUNGSTOWN 1C"
"YOUNGSTOWN 1D"
"YOUNGSTOWN 1E"
"YOUNGSTOWN 1F"
"YOUNGSTOWN 2A"
"YOUNGSTOWN 2B"
"YOUNGSTOWN 2C"
"YOUNGSTOWN 2D"
"YOUNGSTOWN 2E"
"YOUNGSTOWN 2F"
"YOUNGSTOWN 3A"
"YOUNGSTOWN 3B"
"YOUNGSTOWN 3C"
"YOUNGSTOWN 3D"
"YOUNGSTOWN 3E"
"YOUNGSTOWN 3F"
"YOUNGSTOWN 4A"
"YOUNGSTOWN 4B"
"YOUNGSTOWN 4C"
"YOUNGSTOWN 4D"
"YOUNGSTOWN 4E"
"YOUNGSTOWN 4F"
"YOUNGSTOWN 5A"
"YOUNGSTOWN 5B"
"YOUNGSTOWN 5C"
"YOUNGSTOWN 5D"
"YOUNGSTOWN 5E"
"YOUNGSTOWN 5F"
"YOUNGSTOWN 5G"
"YOUNGSTOWN 6A"
"YOUNGSTOWN 6B"
"YOUNGSTOWN 6C"
"YOUNGSTOWN 6D"
"YOUNGSTOWN 6E"
"YOUNGSTOWN 6F"
"YOUNGSTOWN 6G"
"YOUNGSTOWN 7A"
"YOUNGSTOWN 7B"
"YOUNGSTOWN 7C"
"YOUNGSTOWN 7D"
"YOUNGSTOWN 7E"
"YOUNGSTOWN 7F"
"YOUNGSTOWN 7G"
